["port 1",""]
["port 2",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(1000, 3)
190747510057958 0.450408 0.000000
190759659580891 0.442172 0.000000
190771810651633 0.433796 0.000000
190783963270480 0.425287 0.000000
190796117437726 0.416655 0.000000
190808273153669 0.407907 0.000000
190820430418604 0.399052 0.000000
190832589232827 0.390099 0.000000
190844749596635 0.381058 0.000000
190856911510323 0.371936 0.000000
190869074974189 0.362743 0.000000
190881239988527 0.353488 0.000000
190893406553636 0.344180 0.000000
190905574669811 0.334828 0.000000
190917744337349 0.325442 0.000000
190929915556547 0.316031 0.000000
190942088327701 0.306603 0.000000
190954262651109 0.297170 0.000000
190966438527067 0.287739 0.000000
190978615955873 0.278320 0.000000
190990794937822 0.268923 0.000000
191002975473214 0.259556 0.000000
191015157562344 0.250230 0.000000
191027341205510 0.240953 0.000000
191039526403010 0.231734 0.000000
191051713155141 0.222582 0.000000
191063901462200 0.213507 0.000000
191076091324486 0.204518 0.000000
191088282742295 0.195623 0.000000
191100475715926 0.186831 0.000000
191112670245676 0.178151 0.000000
191124866331844 0.169592 0.000000
191137063974727 0.161162 0.000000
191149263174623 0.152869 0.000000
191161463931831 0.144721 0.000000
191173666246648 0.136727 0.000000
191185870119374 0.128894 0.000000
191198075550306 0.121231 0.000000
191210282539743 0.113744 0.000000
191222491087983 0.106442 0.000000
191234701195325 0.099331 0.000000
191246912862068 0.092418 0.000000
191259126088511 0.085711 0.000000
191271340874952 0.079216 0.000000
191283557221689 0.072938 0.000000
191295775129024 0.066886 0.000000
191307994597253 0.061064 0.000000
191320215626676 0.055478 0.000000
191332438217594 0.050134 0.000000
191344662370304 0.045037 0.000000
191356888085106 0.040192 0.000000
191369115362300 0.035605 0.000000
191381344202185 0.031278 0.000000
191393574605061 0.027217 0.000000
191405806571227 0.023426 0.000000
191418040100984 0.019909 0.000000
191430275194630 0.016668 0.000000
191442511852467 0.013708 0.000000
191454750074793 0.011031 0.000000
191466989861910 0.008639 0.000000
191479231214116 0.006536 0.000000
191491474131713 0.004723 0.000000
191503718615000 0.003202 0.000000
191515964664279 0.001974 0.000000
191528212279849 0.001041 0.000000
191540461462010 0.000404 0.000000
191552712211064 0.000063 0.000000
191564964527312 0.000018 0.000000
191577218411053 0.000270 0.000000
191589473862589 0.000819 0.000000
191601730882221 0.001663 0.000000
191613989470249 0.002803 0.000000
191626249626975 0.004236 0.000000
191638511352700 0.005962 0.000000
191650774647725 0.007978 0.000000
191663039512351 0.010283 0.000000
191675305946880 0.012875 0.000000
191687573951612 0.015751 0.000000
191699843526851 0.018908 0.000000
191712114672897 0.022342 0.000000
191724387390051 0.026052 0.000000
191736661678617 0.030032 0.000000
191748937538894 0.034279 0.000000
191761214971187 0.038789 0.000000
191773493975795 0.043557 0.000000
191785774553022 0.048579 0.000000
191798056703170 0.053849 0.000000
191810340426540 0.059363 0.000000
191822625723435 0.065115 0.000000
191834912594158 0.071099 0.000000
191847201039010 0.077309 0.000000
191859491058295 0.083740 0.000000
191871782652315 0.090384 0.000000
191884075821373 0.097236 0.000000
191896370565771 0.104288 0.000000
191908666885813 0.111534 0.000000
191920964781800 0.118966 0.000000
191933264254037 0.126577 0.000000
191945565302826 0.134360 0.000000
191957867928470 0.142306 0.000000
191970172131273 0.150409 0.000000
191982477911538 0.158659 0.000000
191994785269568 0.167049 0.000000
192007094205667 0.175571 0.000000
192019404720138 0.184215 0.000000
192031716813285 0.192974 0.000000
192044030485412 0.201839 0.000000
192056345736821 0.210801 0.000000
192068662567818 0.219851 0.000000
192080980978707 0.228981 0.000000
192093300969790 0.238180 0.000000
192105622541372 0.247441 0.000000
192117945693758 0.256754 0.000000
192130270427251 0.266109 0.000000
192142596742156 0.275498 0.000000
192154924638778 0.284912 0.000000
192167254117420 0.294340 0.000000
192179585178388 0.303774 0.000000
192191917821985 0.313204 0.000000
192204252048517 0.322621 0.000000
192216587858288 0.332015 0.000000
192228925251604 0.341378 0.000000
192241264228769 0.350700 0.000000
192253604790088 0.359972 0.000000
192265946935867 0.369185 0.000000
192278290666409 0.378329 0.000000
192290635982022 0.387396 0.000000
192302982883010 0.396376 0.000000
192315331369678 0.405261 0.000000
192327681442332 0.414042 0.000000
192340033101278 0.422710 0.000000
192352386346820 0.431257 0.000000
192364741179266 0.439674 0.000000
192377097598920 0.447953 0.000000
192389455606089 0.456085 0.000000
192401815201079 0.464064 0.000000
192414176384195 0.471880 0.000000
192426539155744 0.479526 0.000000
192438903516031 0.486994 0.000000
192451269465364 0.494278 0.000000
192463637004048 0.501369 0.000000
192476006132390 0.508262 0.000000
192488376850697 0.514948 0.000000
192500749159274 0.521422 0.000000
192513123058430 0.527677 0.000000
192525498548470 0.533707 0.000000
192537875629701 0.539505 0.000000
192550254302430 0.545067 0.000000
192562634566964 0.550387 0.000000
192575016423611 0.555459 0.000000
192587399872677 0.560278 0.000000
192599784914469 0.564840 0.000000
192612171549295 0.569140 0.000000
192624559777463 0.573174 0.000000
192636949599279 0.576938 0.000000
192649341015052 0.580428 0.000000
192661734025088 0.583640 0.000000
192674128629696 0.586572 0.000000
192686524829183 0.589221 0.000000
192698922623857 0.591584 0.000000
192711322014027 0.593658 0.000000
192723723000000 0.595442 0.000000
192736125582083 0.596934 0.000000
192748529760586 0.598132 0.000000
192760935535817 0.599036 0.000000
192773342908084 0.599644 0.000000
192785751877695 0.599955 0.000000
192798162444959 0.599970 0.000000
192810574610184 0.599688 0.000000
192822988373680 0.599110 0.000000
192835403735754 0.598236 0.000000
192847820696716 0.597067 0.000000
192860239256874 0.595605 0.000000
192872659416537 0.593850 0.000000
192885081176015 0.591804 0.000000
192897504535617 0.589470 0.000000
192909929495652 0.586850 0.000000
192922356056428 0.583946 0.000000
192934784218256 0.580761 0.000000
192947213981445 0.577299 0.000000
192959645346305 0.573563 0.000000
192972078313144 0.569555 0.000000
192984512882273 0.565282 0.000000
192996949054001 0.560746 0.000000
193009386828639 0.555952 0.000000
193021826206496 0.550905 0.000000
193034267187882 0.545610 0.000000
193046709773108 0.540072 0.000000
193059153962483 0.534297 0.000000
193071599756317 0.528290 0.000000
193084047154922 0.522058 0.000000
193096496158607 0.515605 0.000000
193108946767683 0.508940 0.000000
193121398982460 0.502068 0.000000
193133852803250 0.494996 0.000000
193146308230362 0.487731 0.000000
193158765264108 0.480281 0.000000
193171223904798 0.472652 0.000000
193183684152744 0.464853 0.000000
193196146008257 0.456890 0.000000
193208609471647 0.448773 0.000000
193221074543225 0.440508 0.000000
193233541223304 0.432105 0.000000
193246009512195 0.423570 0.000000
193258479410208 0.414914 0.000000
193270950917656 0.406144 0.000000
193283424034849 0.397269 0.000000
193295898762101 0.388298 0.000000
193308375099722 0.379239 0.000000
193320853048024 0.370102 0.000000
193333332607320 0.360896 0.000000
193345813777921 0.351630 0.000000
193358296560139 0.342312 0.000000
193370780954287 0.332953 0.000000
193383266960676 0.323561 0.000000
193395754579620 0.314146 0.000000
193408243811430 0.304717 0.000000
193420734656419 0.295283 0.000000
193433227114900 0.285854 0.000000
193445721187185 0.276439 0.000000
193458216873586 0.267047 0.000000
193470714174418 0.257688 0.000000
193483213089992 0.248370 0.000000
193495713620622 0.239104 0.000000
193508215766621 0.229898 0.000000
193520719528301 0.220761 0.000000
193533224905977 0.211702 0.000000
193545731899961 0.202731 0.000000
193558240510566 0.193856 0.000000
193570750738107 0.185086 0.000000
193583262582897 0.176430 0.000000
193595776045248 0.167895 0.000000
193608291125476 0.159492 0.000000
193620807823894 0.151227 0.000000
193633326140815 0.143110 0.000000
193645846076555 0.135147 0.000000
193658367631425 0.127348 0.000000
193670890805742 0.119719 0.000000
193683415599818 0.112269 0.000000
193695942013969 0.105004 0.000000
193708470048509 0.097932 0.000000
193720999703751 0.091060 0.000000
193733530980011 0.084395 0.000000
193746063877603 0.077942 0.000000
193758598396842 0.071710 0.000000
193771134538043 0.065703 0.000000
193783672301520 0.059928 0.000000
193796211687589 0.054390 0.000000
193808752696563 0.049095 0.000000
193821295328760 0.044048 0.000000
193833839584492 0.039254 0.000000
193846385464077 0.034718 0.000000
193858932967829 0.030445 0.000000
193871482096064 0.026437 0.000000
193884032849096 0.022701 0.000000
193896585227243 0.019239 0.000000
193909139230819 0.016054 0.000000
193921694860139 0.013150 0.000000
193934252115521 0.010530 0.000000
193946810997280 0.008196 0.000000
193959371505731 0.006150 0.000000
193971933641191 0.004395 0.000000
193984497403976 0.002933 0.000000
193997062794403 0.001764 0.000000
194009629812787 0.000890 0.000000
194022198459445 0.000312 0.000000
194034768734693 0.000030 0.000000
194047340638849 0.000045 0.000000
194059914172228 0.000356 0.000000
194072489335147 0.000964 0.000000
194085066127924 0.001868 0.000000
194097644550874 0.003066 0.000000
194110224604316 0.004558 0.000000
194122806288566 0.006342 0.000000
194135389603941 0.008416 0.000000
194147974550758 0.010779 0.000000
194160561129335 0.013428 0.000000
194173149339989 0.016360 0.000000
194185739183038 0.019572 0.000000
194198330658799 0.023062 0.000000
194210923767589 0.026826 0.000000
194223518509727 0.030860 0.000000
194236114885530 0.035160 0.000000
194248712895317 0.039722 0.000000
194261312539404 0.044541 0.000000
194273913818111 0.049613 0.000000
194286516731754 0.054933 0.000000
194299121280653 0.060495 0.000000
194311727465126 0.066293 0.000000
194324335285491 0.072323 0.000000
194336944742067 0.078578 0.000000
194349555835171 0.085052 0.000000
194362168565124 0.091738 0.000000
194374782932243 0.098631 0.000000
194387398936846 0.105722 0.000000
194400016579254 0.113006 0.000000
194412635859785 0.120474 0.000000
194425256778758 0.128120 0.000000
194437879336492 0.135936 0.000000
194450503533307 0.143915 0.000000
194463129369521 0.152047 0.000000
194475756845454 0.160326 0.000000
194488385961426 0.168743 0.000000
194501016717755 0.177290 0.000000
194513649114762 0.185958 0.000000
194526283152766 0.194739 0.000000
194538918832088 0.203624 0.000000
194551556153046 0.212604 0.000000
194564195115961 0.221671 0.000000
194576835721153 0.230815 0.000000
194589477968942 0.240028 0.000000
194602121859649 0.249300 0.000000
194614767393592 0.258622 0.000000
194627414571094 0.267985 0.000000
194640063392474 0.277379 0.000000
194652713858052 0.286796 0.000000
194665365968150 0.296226 0.000000
194678019723088 0.305660 0.000000
194690675123187 0.315088 0.000000
194703332168768 0.324502 0.000000
194715990860152 0.333891 0.000000
194728651197659 0.343246 0.000000
194741313181611 0.352559 0.000000
194753976812329 0.361820 0.000000
194766642090134 0.371019 0.000000
194779309015348 0.380149 0.000000
194791977588292 0.389199 0.000000
194804647809288 0.398161 0.000000
194817319678657 0.407026 0.000000
194829993196721 0.415785 0.000000
194842668363801 0.424429 0.000000
194855345180221 0.432951 0.000000
194868023646301 0.441341 0.000000
194880703762363 0.449591 0.000000
194893385528730 0.457694 0.000000
194906068945724 0.465640 0.000000
194918754013667 0.473423 0.000000
194931440732882 0.481034 0.000000
194944129103690 0.488466 0.000000
194956819126415 0.495712 0.000000
194969510801380 0.502764 0.000000
194982204128906 0.509616 0.000000
194994899109317 0.516260 0.000000
195007595742935 0.522691 0.000000
195020294030084 0.528901 0.000000
195032993971086 0.534885 0.000000
195045695566265 0.540637 0.000000
195058398815943 0.546151 0.000000
195071103720445 0.551421 0.000000
195083810280093 0.556443 0.000000
195096518495212 0.561211 0.000000
195109228366123 0.565721 0.000000
195121939893152 0.569968 0.000000
195134653076622 0.573948 0.000000
195147367916856 0.577658 0.000000
195160084414179 0.581092 0.000000
195172802568914 0.584249 0.000000
195185522381386 0.587125 0.000000
195198243851919 0.589717 0.000000
195210966980836 0.592022 0.000000
195223691768463 0.594038 0.000000
195236418215123 0.595764 0.000000
195249146321142 0.597197 0.000000
195261876086843 0.598337 0.000000
195274607512551 0.599181 0.000000
195287340598591 0.599730 0.000000
195300075345288 0.599982 0.000000
195312811752967 0.599937 0.000000
195325549821952 0.599596 0.000000
195338289552569 0.598959 0.000000
195351030945143 0.598026 0.000000
195363774000000 0.596798 0.000000
195376518717463 0.595277 0.000000
195389265097860 0.593464 0.000000
195402013141514 0.591361 0.000000
195414762848753 0.588969 0.000000
195427514219902 0.586292 0.000000
195440267255285 0.583332 0.000000
195453021955230 0.580091 0.000000
195465778320062 0.576574 0.000000
195478536350107 0.572783 0.000000
195491296045691 0.568722 0.000000
195504057407141 0.564395 0.000000
195516820434782 0.559808 0.000000
195529585128941 0.554963 0.000000
195542351489945 0.549866 0.000000
195555119518119 0.544522 0.000000
195567889213791 0.538936 0.000000
195580660577287 0.533114 0.000000
195593433608934 0.527062 0.000000
195606208309058 0.520784 0.000000
195618984677988 0.514289 0.000000
195631762716049 0.507582 0.000000
195644542423569 0.500669 0.000000
195657323800875 0.493558 0.000000
195670106848294 0.486256 0.000000
195682891566154 0.478769 0.000000
195695677954783 0.471106 0.000000
195708466014506 0.463273 0.000000
195721255745654 0.455279 0.000000
195734047148552 0.447131 0.000000
195746840223529 0.438838 0.000000
195759634970913 0.430408 0.000000
195772431391031 0.421849 0.000000
195785229484212 0.413169 0.000000
195798029250784 0.404377 0.000000
195810830691075 0.395482 0.000000
195823633805413 0.386493 0.000000
195836438594128 0.377418 0.000000
195849245057546 0.368266 0.000000
195862053195997 0.359047 0.000000
195874863009810 0.349770 0.000000
195887674499313 0.340444 0.000000
195900487664835 0.331077 0.000000
195913302506705 0.321680 0.000000
195926119025251 0.312261 0.000000
195938937220804 0.302830 0.000000
195951757093692 0.293397 0.000000
195964578644245 0.283969 0.000000
195977401872791 0.274558 0.000000
195990226779661 0.265172 0.000000
196003053365183 0.255820 0.000000
196015881629687 0.246512 0.000000
196028711573504 0.237257 0.000000
196041543196962 0.228064 0.000000
196054376500392 0.218942 0.000000
196067211484124 0.209901 0.000000
196080048148487 0.200948 0.000000
196092886493812 0.192093 0.000000
196105726520429 0.183345 0.000000
196118568228668 0.174713 0.000000
196131411618860 0.166204 0.000000
196144256691335 0.157828 0.000000
196157103446423 0.149592 0.000000
196169951884456 0.141505 0.000000
196182802005764 0.133574 0.000000
196195653810678 0.125808 0.000000
196208507299528 0.118215 0.000000
196221362472646 0.110801 0.000000
196234219330362 0.103574 0.000000
196247077873009 0.096542 0.000000
196259938100917 0.089710 0.000000
196272800014417 0.083087 0.000000
196285663613841 0.076678 0.000000
196298528899521 0.070490 0.000000
196311395871788 0.064529 0.000000
196324264530973 0.058801 0.000000
196337134877409 0.053311 0.000000
196350006911427 0.048065 0.000000
196362880633359 0.043069 0.000000
196375756043538 0.038326 0.000000
196388633142295 0.033842 0.000000
196401511929962 0.029622 0.000000
196414392406873 0.025668 0.000000
196427274573358 0.021986 0.000000
196440158429752 0.018579 0.000000
196453043976385 0.015451 0.000000
196465931213592 0.012603 0.000000
196478820141704 0.010040 0.000000
196491710761055 0.007763 0.000000
196504603071976 0.005776 0.000000
196517497074803 0.004079 0.000000
196530392769866 0.002675 0.000000
196543290157500 0.001565 0.000000
196556189238039 0.000751 0.000000
196569090011814 0.000232 0.000000
196581992479159 0.000009 0.000000
196594896640409 0.000083 0.000000
196607802495897 0.000454 0.000000
196620710045955 0.001121 0.000000
196633619290919 0.002084 0.000000
196646530231122 0.003341 0.000000
196659442866898 0.004891 0.000000
196672357198581 0.006733 0.000000
196685273226505 0.008866 0.000000
196698190951004 0.011286 0.000000
196711110372413 0.013991 0.000000
196724031491066 0.016980 0.000000
196736954307298 0.020248 0.000000
196749878821442 0.023793 0.000000
196762805033834 0.027611 0.000000
196775732944809 0.031699 0.000000
196788662554701 0.036052 0.000000
196801593863845 0.040665 0.000000
196814526872576 0.045536 0.000000
196827461581230 0.050657 0.000000
196840397990141 0.056026 0.000000
196853336099645 0.061636 0.000000
196866275910076 0.067481 0.000000
196879217421772 0.073556 0.000000
196892160635066 0.079855 0.000000
196905105550295 0.086372 0.000000
196918052167795 0.093100 0.000000
196931000487901 0.100033 0.000000
196943950510948 0.107164 0.000000
196956902237274 0.114485 0.000000
196969855667214 0.121990 0.000000
196982810801104 0.129670 0.000000
196995767639281 0.137519 0.000000
197008726182081 0.145529 0.000000
197021686429840 0.153692 0.000000
197034648382894 0.161999 0.000000
197047612041581 0.170442 0.000000
197060577406237 0.179014 0.000000
197073544477199 0.187706 0.000000
197086513254803 0.196508 0.000000
197099483739387 0.205413 0.000000
197112455931288 0.214411 0.000000
197125429830843 0.223494 0.000000
197138405438388 0.232653 0.000000
197151382754262 0.241878 0.000000
197164361778801 0.251160 0.000000
197177342512344 0.260491 0.000000
197190324955227 0.269861 0.000000
197203309107789 0.279261 0.000000
197216294970367 0.288682 0.000000
197229282543299 0.298113 0.000000
197242271826923 0.307547 0.000000
197255262821576 0.316973 0.000000
197268255527598 0.326382 0.000000
197281249945326 0.335765 0.000000
197294246075098 0.345112 0.000000
197307243917254 0.354416 0.000000
197320243472130 0.363665 0.000000
197333244740067 0.372851 0.000000
197346247721402 0.381965 0.000000
197359252416474 0.390999 0.000000
197372258825622 0.399942 0.000000
197385266949186 0.408786 0.000000
197398276787503 0.417523 0.000000
197411288340913 0.426144 0.000000
197424301609756 0.434640 0.000000
197437316594370 0.443003 0.000000
197450333295094 0.451224 0.000000
197463351712270 0.459296 0.000000
197476371846235 0.467210 0.000000
197489393697329 0.474959 0.000000
197502417265892 0.482535 0.000000
197515442552265 0.489930 0.000000
197528469556786 0.497138 0.000000
197541498279796 0.504151 0.000000
197554528721635 0.510961 0.000000
197567560882643 0.517564 0.000000
197580594763161 0.523951 0.000000
197593630363528 0.530116 0.000000
197606667684085 0.536054 0.000000
197619706725173 0.541759 0.000000
197632747487132 0.547224 0.000000
197645789970302 0.552446 0.000000
197658834175026 0.557417 0.000000
197671880101643 0.562134 0.000000
197684927750495 0.566592 0.000000
197697977121922 0.570786 0.000000
197711028216266 0.574712 0.000000
197724081033868 0.578367 0.000000
197737135575069 0.581746 0.000000
197750191840211 0.584847 0.000000
197763249829635 0.587666 0.000000
197776309543683 0.590201 0.000000
197789370982697 0.592448 0.000000
197802434147018 0.594407 0.000000
197815499036988 0.596074 0.000000
197828565652949 0.597449 0.000000
197841633995243 0.598529 0.000000
197854704064213 0.599315 0.000000
197867775860200 0.599804 0.000000
197880849383548 0.599997 0.000000
197893924634597 0.599893 0.000000
197907001613691 0.599492 0.000000
197920080321173 0.598796 0.000000
197933160757385 0.597804 0.000000
197946242922670 0.596517 0.000000
197959326817370 0.594938 0.000000
197972412441829 0.593066 0.000000
197985499796390 0.590905 0.000000
197998588881396 0.588456 0.000000
198011679697190 0.585722 0.000000
198024772244115 0.582706 0.000000
198037866522515 0.579410 0.000000
198050962532733 0.575837 0.000000
198064060275114 0.571992 0.000000
198077159750000 0.567878 0.000000
198090260957735 0.563499 0.000000
198103363898663 0.558859 0.000000
198116468573129 0.553963 0.000000
